('38375e5428c052d172da731a4c854ead9ace7bea0036e3c2568a06a8cc68f8f2', (('0', '0.01'), ('1', 'b2add0cbd618593d503e50848e1cfc4bf32b80483f20070805d1dc8bf36010e5')))
('1abefa9b97e29f6a7f8d93099df9231ce6f8287e4f7d6b0ab7959b5038e07541', (('0', '0.80478'), ('1', 'e5fe4d62fee90371b68db65e6e9bd0b59a69ae6cd65878b086bfe5ad58d655d1')))
('1abefa9b97e29f6a7f8d93099df9231ce6f8287e4f7d6b0ab7959b5038e07541', (('0', '0.80478'), ('1', '231b1c682d7bba4bdd4a57dd379f6a952e9f865922d00f50b5818046f150c68c')))
('d08a426ac7bb32c12a35df1d319edef1b79a0c5413264e72e361c772286ee926', (('2', '0.1'), ('123', 'f05c6da9bce95040cd90ee01dfe792046e72877a48eb9b8be26b7c6349b816eb')))
('d08a426ac7bb32c12a35df1d319edef1b79a0c5413264e72e361c772286ee926', (('2', '0.1'), ('161', 'a88d25943ad90eff648fd1323c6a698d602c77f70e180a07989dad10154db46a')))
('d08a426ac7bb32c12a35df1d319edef1b79a0c5413264e72e361c772286ee926', (('2', '0.1'), ('426', '792ec37d4a7f8b3c54a6dd21e1d302ac491292bdc5837650ee1e81e04b502cf3')))
('d08a426ac7bb32c12a35df1d319edef1b79a0c5413264e72e361c772286ee926', (('2', '0.1'), ('0', '912d5efe653420d9a680ff38f5b5d7d8f931959d5a350b520755322bf855bc07')))
('d08a426ac7bb32c12a35df1d319edef1b79a0c5413264e72e361c772286ee926', (('2', '0.1'), ('0', 'f0237c1593894bf0261da6530b1f3ad92375333c74091727072dd625107b4c16')))
('d08a426ac7bb32c12a35df1d319edef1b79a0c5413264e72e361c772286ee926', (('2', '0.1'), ('0', '399063f1cffe6f49b07389160841130a0dbe9869981b5d7cc23e15626bc1a22e')))
('d08a426ac7bb32c12a35df1d319edef1b79a0c5413264e72e361c772286ee926', (('2', '0.1'), ('0', '09f691b2263260e71f363d1db51ff3100d285956a40cc0e4f8c8c2c4a80559b1')))
('d08a426ac7bb32c12a35df1d319edef1b79a0c5413264e72e361c772286ee926', (('2', '0.1'), ('34', '55f7035796637ae2aac2156aae6a8fe6adbc36f32434bce28366c3a7d08ec4ef')))
('fc9c6a996dc2f35defa84a68ac2e28885d4ed7983fadbadf68c31bf47646b6e1', (('0', '1'), ('1', '968849d8ce9b8c7ce70db700a911ae560efc742b11b09d57856dc389a39af56c')))
('44bf4c7ab32e3555a97c7cd5d4a51a125cdd2583467b6f4044ea8d7a7e15d222', (('0', '0.5141'), ('0', '902ee2c3fc154f9491fd1e381bc5d62bc824bfd3782682328a917f711e297924')))
('44bf4c7ab32e3555a97c7cd5d4a51a125cdd2583467b6f4044ea8d7a7e15d222', (('0', '0.5141'), ('2', '32f00da2497753be6af99016aadcfb276cf54a81693c7ca492b4db84e239d457')))
('4d9ad8cbec9e4e91a2da21e3637799f68b313c2fe49c966b464d7de29fd4c9c0', (('0', '0.00018903'), ('1', '7166a1803464a47eff802f936f70765c2ee8f3212bb94cc313d400c9520bdb87')))
('a6ac6e29383f3e0a23654dd75f6911d734054d8168493582ae49e4580f55e09a', (('0', '0.0095'), ('0', 'd3dcfdeb0419c41c61fbe5c27a4287fd0d1d4ba8e38510151d069481358fa171')))
('1657fb9a02f821e23cf3b95cff690b115e5d8fe13c2647785ea9377ecb7a301c', (('0', '0.001'), ('1', '445c98a3653c2792449d27358859a050ecb99b111bc8ace989bcad5fbe069a70')))
('849497131569ef26eae3a4dc0ce30f7a32411bb24035599affcb5da0f3b5a0c5', (('0', '0.02112'), ('1', '8e9b04b5fa14f6f82864f9021274fb553fa7f7aa659b56f6171e1e0eb667334b')))
('c31e9e9d0b88a7b466be033ca96df8304e5e7545f4d5189aac08b0e06a1b5d91', (('0', '0.0801'), ('2', '96e1d7823ccaff7535983d2431261b11cca5e0760035ea1e2b645956a5406046')))
('c31e9e9d0b88a7b466be033ca96df8304e5e7545f4d5189aac08b0e06a1b5d91', (('0', '0.0801'), ('9', '215033cd00719bcf99956fcdd7d5bc5d0d63b9f1df90935a9ae787a3f5fb8b44')))
('c31e9e9d0b88a7b466be033ca96df8304e5e7545f4d5189aac08b0e06a1b5d91', (('0', '0.0801'), ('39', '4a6aa934e7a582edb620b9244dc90df226a9dbf63addbeaf2c2d310fbd7ca149')))
('c31e9e9d0b88a7b466be033ca96df8304e5e7545f4d5189aac08b0e06a1b5d91', (('0', '0.0801'), ('1', '9d64f41f22f0223bbd4b6e3e7734cd4a0307a2fc43c4f6ef62016ba4cb2d04ba')))
('d94e7d51dd87d9f367c45df7652081dc4ad465019caa795a965dc1496926aaf5', (('1', '0.0036'), ('1', 'b58f288496678dcd1874c2b188df4d4a45f816dfdf77143909d297f83c75284c')))
('e5f9c3bff594872059ec2d996687172442410f2f9645c5f7ae1766fba1015318', (('1', '0.001'), ('1', '7a66c3d24868200615183236f9722f777c24eb49b100ee76e0dce3f0861b6921')))
('9431903e7df133357608e982faef2d76ce712060ae5efbe7f2b4b1f8c4641b94', (('0', '0.1'), ('1', 'd03b59181459d2de643cc09415cc1407279166c7b7aa0359fc77f1e57e1edf9e')))
('9431903e7df133357608e982faef2d76ce712060ae5efbe7f2b4b1f8c4641b94', (('0', '0.1'), ('0', 'de0f394beda50d794d28f6611ef50ae9f5ea971c9a38a04d24d3f57443383fcc')))
('2ee81299fab7fd03485e9859b386e8a495bd6f89cf705e548ef15dfc3196654d', (('1', '0.01'), ('9', '5c9f7731bbda277440fb4afbe9845a496e5c66702fa73d2a9df43972fbc41b78')))
('2ee81299fab7fd03485e9859b386e8a495bd6f89cf705e548ef15dfc3196654d', (('1', '0.01'), ('1', '6d962b98464682819c892d55fa0728d94bc8c67b49ae26a97a9513d0a55eb7b8')))
('8630579ec8e7314be239c0beb634bda51a122ec825633e89d4b77ea3c8053932', (('0', '0.896'), ('0', 'a604e3f920d6df1f3ff0ee97002f1191103d903fb987aff96b7c80c60bb7bf40')))
('74d1eb3c3313e976f6c829cebd3863cd1c79b8e969255eaaa73dc189a8f5334b', (('0', '1'), ('0', 'c81ce718f84bad8c6e3149dba982d854c39a5d8d789d9b6c860400d99067005b')))
('74d1eb3c3313e976f6c829cebd3863cd1c79b8e969255eaaa73dc189a8f5334b', (('0', '1'), ('1', 'f810ce578cbf9a33c5cdad8e14fb5df19c6d5cc0a44e5a8f1d52e48cd23a5966')))
('7cb41f398a7bbca252212a5407d6d06ecd004ec82a7e16acb85e5f2b3b5e40a4', (('0', '0.001'), ('1', '634d0a821c12122527858308d706b6cce1a22cdf41591e19cf7ebdf02758bb48')))
('e9e69870ce77d87aea176978ca43118382d14efba4668e5b030f990bb51aed49', (('1', '0.1'), ('1', '590a5ca0f695d4b31e7cecd4e6a832573ed1f976a1e31e3fd400cac140f181a4')))
('ad84a356090d00f55a871d7efd15e2e410df9a792e5e6ef9c06d920363203d04', (('0', '0.1'), ('0', '127f2f9224f64c1d657507e47509a5e95666dd7e28cfede92f5d117927df0237')))
('acfa1880789f026337818caf2847aaf87485610fee4f5f90a95c242ee7338c31', (('0', '1.2763'), ('1', '755d442fa4749cefcd9879ead8594c965a38d70ce2206356e7fe93cbf9846149')))
('628adadb79ed9d415a90b17eab11329922add62e28579fbc1ebffa0659359a37', (('1', '0.96661741'), ('1', 'af94ce20e9d1f9660ed4137f038bbf2b6c9f6a6e9c03f17a19bab59c0bc8163c')))
('51495ea1b2ae8128089e4b36341634ee6e9b8c92b0f506415662321b1cc56227', (('1', '0.00036795'), ('1', '0ac1b0fced5a1ce87ad1d09205f0cdb1d58f9beddd926830e1d157a0e589eff1')))
('77862e330d18718ab1e31cc302201f065def9a7e7eeb425a3989693593b568f6', (('1', '0.1225'), ('6', '8d8691f512e35e21fcbe657ebf3722fa7805754abd122b25de923b84d1a8b7c9')))
('77862e330d18718ab1e31cc302201f065def9a7e7eeb425a3989693593b568f6', (('1', '0.1225'), ('1', '9eb383e6737517508f8cbe0339394bd00e540f7d8d105684818f8e3a2f4b9def')))
('9e3d8c2a903252b2e9db9161a3ed504f65f099a6daa4224aeb7918ba2ad284cb', (('1', '0.5'), ('0', '7228187d45b28334ae16498951b08ec69ec10533962b1f02e00b1607e2f1d39d')))
('9e3d8c2a903252b2e9db9161a3ed504f65f099a6daa4224aeb7918ba2ad284cb', (('1', '0.5'), ('0', 'b8899d1b0e1a93099dff7e0cd2d29d896fa4b7017206f7f6129981c210177344')))
('c7141453baac0674d9b034e12c4a430593128314051a25d91bd9a999c3787f36', (('0', '0.05'), ('1', 'acf78e07fbb95ba2adbbdad48a0a0b6d46833ea1fc9b6cb7f414b732e0e09a49')))
('c7141453baac0674d9b034e12c4a430593128314051a25d91bd9a999c3787f36', (('0', '0.05'), ('1', 'e713d4dc5c20212eda690ebf86e4af6e109f19830d0e703386f3e8118b037490')))
('c7141453baac0674d9b034e12c4a430593128314051a25d91bd9a999c3787f36', (('0', '0.05'), ('0', 'a197f0e82bcf5cde7943849636b1fc843c9ab828e5d596690cd108810b39a9bb')))
('7be38f4e763da6a1f21e412baf9271417db91cad67ac24b10c12e5c53cdd1ff6', (('1', '0.0044'), ('13', 'a6616985a8741d5c37587c80676476423f9686ae1f1f302bd467a807590cd2bd')))
('4d8abbc7b21a1f29d6ab6d2b6e639d24afd60f03e22394b26da4a415c9ff13e9', (('0', '0.066'), ('15', '4b1d15333f5d4f5760982f8ee419409018eeecf5e4842c394c0234dbc29a540b')))
('4d8abbc7b21a1f29d6ab6d2b6e639d24afd60f03e22394b26da4a415c9ff13e9', (('0', '0.066'), ('20', 'f8f05064c6b23de5551bfd535c2ccc24f7b2d11088480d20d27e51c93394ad50')))
('4d8abbc7b21a1f29d6ab6d2b6e639d24afd60f03e22394b26da4a415c9ff13e9', (('0', '0.066'), ('21', '12c8f4118aecdc9286a37c7a0086a1c8e83ae8ec37aa5ee5552c78caf0d1508a')))
('4d8abbc7b21a1f29d6ab6d2b6e639d24afd60f03e22394b26da4a415c9ff13e9', (('0', '0.066'), ('256', '0174a96e6dd94462373fd7b1cad5d6bf5e35da8e25cfd2275ccc188631ea22df')))
('4d8abbc7b21a1f29d6ab6d2b6e639d24afd60f03e22394b26da4a415c9ff13e9', (('0', '0.066'), ('1', '434060b06d3f01636396a26225e367d3f2d7f755d0960179a03f41bbe80767a8')))
('4d8abbc7b21a1f29d6ab6d2b6e639d24afd60f03e22394b26da4a415c9ff13e9', (('0', '0.066'), ('1', '0a0dd51a9bc496a2b53bf7528a9164a687ef03f9977ab954d776afce5890831b')))
('4d8abbc7b21a1f29d6ab6d2b6e639d24afd60f03e22394b26da4a415c9ff13e9', (('0', '0.066'), ('7', '6df5d8c4f4d91cc53581fd329b2ecdcb5ddb2b8002d92c9e1fb3461c916f0b8b')))
('4d8abbc7b21a1f29d6ab6d2b6e639d24afd60f03e22394b26da4a415c9ff13e9', (('0', '0.066'), ('19', '1a439264e145fae0561ed2d651e4f7ddea72d5998b0cb665a75ad52eb7c88dd7')))
('4d8abbc7b21a1f29d6ab6d2b6e639d24afd60f03e22394b26da4a415c9ff13e9', (('0', '0.066'), ('1', 'b57ef47f3e275c09d813b2e854326cb2184a1496973792e99db78e62548c92f9')))
('4d8abbc7b21a1f29d6ab6d2b6e639d24afd60f03e22394b26da4a415c9ff13e9', (('0', '0.066'), ('1', '34d8514140e6d4019b17aab7f7d44b794bcab15cffa1dc8c6d5470f79ff26520')))
('4d8abbc7b21a1f29d6ab6d2b6e639d24afd60f03e22394b26da4a415c9ff13e9', (('0', '0.066'), ('0', '0e1544051fd3bb1c85aa753a6da0c47a2daa07f360eaa7eb1a38ad729db56ee8')))
('2ca8831acfc0510e3668f5d1fb1670b6541d30244f2e0a16bef7906abcb75a8b', (('0', '1'), ('1', 'a299cc71e727e10b28e3c9467c0a63ae123e71c39516acf8d38f93accadbbed7')))
('abfaa8b4585548307c7b41bc26b947fcc96b9e1ce5b17ecfc1baea246e357c45', (('0', '0.1'), ('0', '074eba22953d46f7ad13d4dfafd44bb9e3a3d466a76fcde01d35f2e6f591d692')))
('cdd1c2b38ebefc2fa4f5fdd08d49d921c3ec5addf1f05709d46eee9347000d17', (('0', '0.996'), ('0', '216ad4f74df85e364a334e0b2b3b454d38243cb5226060069d522600f3ab7e0b')))
('21d56efa33099959612b51fd34ca2b73d46ce2712cbf9c378e110c2585436d25', (('0', '0.1'), ('0', 'dbed41ddf270d71b3f08948fabda9c36dc5a7dd63e75483071774b76c6ba9218')))
('02ff94d15681f6654c11302a1ffe8868a11cd8ef87daa6f5a4146c820c255f79', (('1', '0.2'), ('0', '2496c827091f04a2bb055970ee63adcd2041ff1568899ca3873b3ba924ee37a4')))
('075a610c7c5c091429e909c37714cc5bdadf1ee4e91f8f16f0f212e4aa5ddea6', (('0', '0.02'), ('1', 'a0c666bf9e09dab3a6c81cb392222fa835e3f5510206c7d81813eaf932835711')))
('075a610c7c5c091429e909c37714cc5bdadf1ee4e91f8f16f0f212e4aa5ddea6', (('0', '0.02'), ('1', '418ca6a2d19e7099310df083105c7c769bd25045a8c1c64d443cd75ee07b9ed6')))
('075a610c7c5c091429e909c37714cc5bdadf1ee4e91f8f16f0f212e4aa5ddea6', (('0', '0.02'), ('1', 'ae9a7d565df87952ab78d96f8779debe94e156e2a6005b0e2c6949e5aedbec18')))
('075a610c7c5c091429e909c37714cc5bdadf1ee4e91f8f16f0f212e4aa5ddea6', (('0', '0.02'), ('1', '7841d9bf3776349b4230d1fc8c5765002547e18b062006b94d8fd0ce8dfe3a2c')))
('d1899182c88a3be28d821adc58fdc81d364fd2c44d6315f0dedebb925f970214', (('1', '2'), ('0', 'cdfe85dc6333fa8c0d5076493d84f518ae6fdbdc96131d5fa09558b3050b6fee')))
('d1899182c88a3be28d821adc58fdc81d364fd2c44d6315f0dedebb925f970214', (('1', '2'), ('1', 'f72ed6e69ab0774891de5bdcb96c636c43e6e59a9565ec5371c54cf29629b9d3')))
('bee81104838fd8caeb03993dd1bf005192967c650670a427fe5023a9ac4bdfec', (('0', '0.00799766'), ('1', 'c82d4f8ceedaba498d9d2aa50d8df2e0de181794292da6984a86ac390a26cdb1')))
('a3dbf8361bc24c09c3e7937c8a3a1ca627df6ccf12961cb428e014a8185e707c', (('0', '0.0008'), ('1', '6cab4d8cf02d85e723a2f502c8bb135aba8e4c0892e4a898bb2c4a13a6c44dfa')))
('2d812005aac87a3ee14af16a2a8c0a7240a89bb57c150b519c1ac513a9e5d2ca', (('1', '0.865'), ('1', '437300183a6f2f005f2cf9e6eba0a11550583806d90c466b6c5e2907cf5483f1')))
('875799997d431cf75d4eb75e0e2a96a10332a9721c2be707e6541e53ae657a7e', (('1', '0.05'), ('1', '0003b556013cdb0fce2babbfde59c2f6654d9d98d9500383b32ce32922b78700')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', 'ced6cbdb4e783feb4a7fe42cd71ab3022715b393e870009827161c5babe9621c')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', 'fbddea9112a917b4852543264b6c9cdbd4234b364172007f23929fd88e10e415')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', 'e921d7bd06c73236924f23f79c4e7fd7e84a93755d0bd44dead272753ffbbd18')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', '82a199fbd921ca634363ba3183e03374d2bc45b29514314bb8c459776a1f132c')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', '21f1dcc3c578a36b32ae386955e29d0871f471e54394314a8bfcc490cb594b33')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', '32670bda78b1d658b19d1d981a85a52574bd263f3579ba62c1966748fb14dd40')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', '5cd367c36a68bd12da4d6410db69649db0a2b34f3b6bb6d57ff1802479ae3641')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', '417a8bfc183f6d1dedabfdc8467924479d5c0a4da3891789a6fb4c8f95b02c5c')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', 'dfec258f5d910b0ab3c84f015c7eaa310e6282907e19c168ec63d8dac2abab67')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('333', '1b873eaf2b946e76fc7d38e2b3f1eb1e33850ca5e1ea3bb216aad5c6fb039269')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', '7a085744b13a98807ebd25b533b90cf058495e0dffd2ce9e3165fd5ec79bbe70')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', 'ec2883fcf269f9b0e898127494a51a0323c14d5beff4a00ccabfb3e83c4e45b0')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', '0f567f4cf3ce397eb70b5611499c59e67983d8e05348cc483ff7833b15485cc8')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('0', 'a3451214e35aeb9fddadc406ca9bb4560fe63e447d8fad9e1e49d95960591ce4')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', 'cb73ff03f24e21c620673a5c1e1b2de72b78e66fbfa2ae10dcec74e404ebe6ee')))
('d3ff96e8954bf71f7c11acf0e0d792b2c13d66f8d379dc21ea48160caa952537', (('1', '11'), ('1', '34f572d1d5f1f3ec546572d9620f119bba3620c5d9a19fbe7da73de4e01152f0')))
('f07b21dfb0cfaadbaf81ec67a830df38c4418a4edb741002ceed61b882bbf742', (('0', '35.17'), ('0', '7fff723f34f896ebaae9b0af2d32f271b9a5386968b6a7a19cee5848749cb587')))
('f07b21dfb0cfaadbaf81ec67a830df38c4418a4edb741002ceed61b882bbf742', (('0', '35.17'), ('1', '1a150ebea8d4bc080033f2dae1a883d16ffd7266d8b70a9a83a5b0417a396f25')))
('411960c7eee0d16956745e872e54cad00d052de4cae6efe5ea80181bedd67f1a', (('1', '0.1'), ('0', '7c83310152ae153ddd406df09f04bdcb766e8f6a3d9fd4a3670d540df9be77a7')))
('9978aac7072521b66a6f58a9f8294cf85796cc4f262fce52dd185367b4d162d9', (('0', '0.01'), ('1', '3e7c1f2700507993858601649821ccb12fa59c53e011d6d4b70511b37f461c80')))
('00dabe49de3f40ace3b7b86abc47a5dbcc5d92f6aa5d7e127356f5ebd21c6b2a', (('0', '0.01'), ('1', '0f469dc15362584237646b8603305d3d1e709b55eea086d410fd6f071bb39816')))
('707b56d010b37f5832916773a102e3cb2063756d5325f4fe484db88fd9ac4bb6', (('103', '1e-08'), ('104', 'beb13851fd7bb8afc502ae2719226b1f0724c316adb3678b5a2c5cf91d18ff40')))
('811d57059cb6efa547e35d56c8047890e3b13188b1835f80603e8a4f7e47cf4b', (('0', '0.5'), ('0', '8f64911fc8ff30523397cc54ae108cdd33704229b292108f29162b0d4aa6be63')))
('4c6554b839c4d2d7aacbc88332d3f1a3849f5d0cae38b8e9fcd4432077c19992', (('1', '0.05'), ('20', '503be6a7655f4b4602d7d2181c3041e781e9ad1b43504e877fec5044fab99ff3')))
('fc71f4da5277a122d930c4a44bef68462893893b949b37ab013e638ebce2abd4', (('1', '1'), ('1', '007441efe009496f29da75d57c65a346be9685afffdeaf05ac6a8699a08e3d5d')))
('c108287d7881d1b7099eca04a2f567be408b377a98e04846ef6b559d81ca9ba3', (('0', '0.03705725'), ('0', '1225f0f63b253e9e4a2c21f4c0e0d76d997d6002b79a9a63d24111d9e6a71e31')))
('5200aeaeb3493f31660fd5fa6a55b77ce5dc4ccf9fe87dd0062fed0a9a54881f', (('0', '0.02086419'), ('0', 'd2b5198b284670c5e543a46dae8e6ebe9d20fe272732243d3750c58378614cd4')))
('41583dc2dcda82e4822302c635b735fba9c96af5cb88923a1ffa945cb937b56c', (('0', '0.001'), ('1', '8d1d69257649d723c55329b8ebc0ed3614772f4c2996b742c2fe4366e268e5af')))
('2b99619734a30a6aa09e2128a5c675a82d97881242b73e21aa890b0a6b4bef0a', (('0', '0.00186926'), ('1', 'c9658019e96a4728bccb1bc113936269ec6a7f012b0ed52fc2ca2844c3323a8a')))
('d5d9f7e16169b7f65f9bc7e6fed1635f61b1f33cdbec131894d48acc5df2a4b2', (('103', '1e-08'), ('104', 'abe43334f768810918958953d38e5d5d04f5a5ce1b6b0bb209b358365a3a653a')))
('e90a605ccf6a352213317ed5f26220a765e49b4f333a5b374d5c410d0f4467b9', (('103', '1e-08'), ('104', '5fbf5151d7ed614a8139272b2f822a80227016c3591357a8c553e8c1bc01ff1e')))
('04ee9cdddfe65f63ba2cdef2733366afdac32880d066ff40cdc30fd70164d02e', (('0', '0.0005'), ('0', '1b7b42e90aed2d60425fd3e47ef63f39f2f7530a189f14a923fc3d5ba1426ad2')))
('9c87922ad39bcefeccb7ea1c51004103e0cb7787685cbfbe497cc14f62be210f', (('0', '0.15'), ('1', 'd90f1bf0d70752a2daced77d4f57ca734a54bdbbf68f19a60c63e07afd552857')))
('dafe5320fa34468f4ae210211ac9b4f44f32481c4b4e8af6d9a19e94f4f459a8', (('9', '1e-08'), ('0', '75bbcbb5386c191f5f158bbfc24623a9fc891af2b68cfef292f1ef4777ca277b')))
('6d4011c99dcb3a183a96656c01fa65a8cbe6640b077620866d306fd9dea9185b', (('1', '0.2'), ('0', 'd3f04f945bce9c0ec2eea3523541b55b06a59de671920f49282a8b0bce846269')))
('b3f68c7e01fa04f0b0ebe510ad83213b6cbd2a05ffc19fd22c1896c277ecafce', (('38', '0.0003304'), ('52', 'eb4cf0c2721881e9f995f3df9f8644680663336007a845cee2b159ae68d4567a')))
('98c6c3ee987f5a321e05a3a3084554c6139d66ed963143420e45d4b47bd08649', (('1', '1.5'), ('0', '703d10173fcd5415e2757b5d238f2f6039fad457f9ccdaff598feb8a25fd92fe')))
('77bb36500a393134b85386c12add2e089b68a5aa91ca90060d2f2fbda7de75dc', (('0', '0.02'), ('1', '9bdc0315e7de8318181a05b083ae723ecd1326efa8edfc4812f160e4fe231f8c')))
('c2a9e945f3502839b53b582c3f0e68d223b79c2cc40f19b9aba8dfd793ac79d4', (('1', '0.21654977'), ('0', '17ec914f6a439dffc0eeedb175fb8f37396fa85a01d006f5928e8c7ff68ef3d6')))
('c7ff98b93a886c948cdb8fd35124a5f381e55622942a653dbbdbcba719378922', (('1', '1'), ('0', 'cddc2e82a9a5e82577ec6e1942018f4b0f018db90472605153d2fddc8c557580')))
('effe55f63a230e96e76e0902edb1dc6b1e2f3a109f91e9f9f778546a62dc5677', (('1', '1'), ('1', '7068cea479f811e088581c5ae884b660d596611d31341c8ace893c3669634479')))
('153a7dddc37083300c7b4d1f1f2afc5ffd2d3ce3539d0a3e451619383a51e945', (('1', '0.27'), ('1', 'c3ce253551a716e2024edd32edab1df311be597a29c3e7a779856323a0a476af')))
('1cad1a0ae5c44fccd9b7408050c4263a19e2071ae655cb7ea49e512ea6411893', (('1', '0.1'), ('1', '16bef46ba62b120a89005b509d5530becfb15b646eeff35fd42889f06365a322')))
('80e53fb187b649e02402a8299270c9225b3dc446a7f9662b3cfca10bb633dcc8', (('1', '0.02'), ('1', '8fddd4f546f430720000d2e62047ea01f2a67a78044506bdfe8e1a2a31389f00')))
('71cc356e76d3aa2bf78c9f2820391da93af2abcf85ec0f7373c56109bdeb585f', (('1', '1'), ('21', '3dde34afb6a613f557661712a5e546380c6ce691818ba2404f28a2e46a3b4935')))
('71cc356e76d3aa2bf78c9f2820391da93af2abcf85ec0f7373c56109bdeb585f', (('1', '1'), ('19', 'e47f97257cedffc34dd016e8bb658101a3d649c2d98f8cef1f555845857a347f')))
('71cc356e76d3aa2bf78c9f2820391da93af2abcf85ec0f7373c56109bdeb585f', (('1', '1'), ('54', '3d17907421dcd27375bbdeef52f01db8e00cf85e0cc8e72902a44f1baf0c0282')))
('71cc356e76d3aa2bf78c9f2820391da93af2abcf85ec0f7373c56109bdeb585f', (('1', '1'), ('81', '056eacfb197a94a377c38218a44d037aa94d39c1a15aad5f249ea1a4e6775ced')))
('2ea977f79bb74b95e19329f0e5b773f4e42539763f5db8c2b3d65e9d4769f097', (('1', '0.08'), ('0', 'ccddbf2b97d0a88bc3b9c6de7bed116eec4d8c001a3ef320ce29265fa67143dd')))
('2ea977f79bb74b95e19329f0e5b773f4e42539763f5db8c2b3d65e9d4769f097', (('1', '0.08'), ('0', 'f6471f89a72688086296916222719a3b81eefeec88285bbd9aeb4699138527f6')))
('2ea977f79bb74b95e19329f0e5b773f4e42539763f5db8c2b3d65e9d4769f097', (('1', '0.08'), ('0', '769c4585be921052f41ac3040fc6493bbaa14ba584693491edbb914200655511')))
('2ea977f79bb74b95e19329f0e5b773f4e42539763f5db8c2b3d65e9d4769f097', (('1', '0.08'), ('4', '9b5567daf25198bae21b734aae9e9f4b5eac43b85c5041729542d32795b06c03')))
('296913b89c41b19811e4dff8f74779cd1ba28597c508775a431763d79e690004', (('103', '1e-08'), ('104', '2c9e766020d9e93bea3a1d149313ab224d3c375ad9341594331fa9c48bce13b8')))
('52284c2f1e610fb09e7b11d975d416c1c3f56f0ed4c456077ac81d0f0e7fc56c', (('0', '0.00158652'), ('1', '8742e92b33d3c141c4e560041ec59e2d781f4d6fda7c135746e284168c67bfb8')))
('bb787a3f208e09322de5522b3b8366f92522e8002a2e512163b43bcc09c0e9f2', (('1', '1'), ('1', 'f9e5d4dd9808d77a8933c10f9c976138c78515c40b4c8aa0ae6467c5d07b2ed3')))
('4eae1a6fd5f931fff9c81c6155ec48fb908f2f63ade9cf447b5876e058bd9df3', (('0', '0.01675'), ('2', '069839ccaa684bdfa6069f56eff88558d8413485388eb2ac0a1f64d4c313f9d6')))
('4eae1a6fd5f931fff9c81c6155ec48fb908f2f63ade9cf447b5876e058bd9df3', (('0', '0.01675'), ('29', 'e8def23187c4e514933b27376e19300690a4a9b798fc93170ccd275f98a6f27f')))
('4eae1a6fd5f931fff9c81c6155ec48fb908f2f63ade9cf447b5876e058bd9df3', (('0', '0.01675'), ('70', 'ec1218dd1dd59e64f8b2121cd011b8498301e606f388d54f04189c9714d11462')))
('4eae1a6fd5f931fff9c81c6155ec48fb908f2f63ade9cf447b5876e058bd9df3', (('0', '0.01675'), ('1', '26840aaf18590988152d67aeb3a907247bd5b1c07e5f1d720ba193d4f43549d5')))
('d3eb7bc5a907b9bd3c5c59f85b21aa53377032f0a6fc54e5b211977d2e9aae2d', (('103', '1e-08'), ('104', '41999d6b50b31307cea87cb385655abe494396989e650ed6966ad1cb4c36dd0f')))
('7615f35301ad1998e3124c102ea6d97eeb3d70c43e33a9b9c708ca80cb306732', (('103', '1e-08'), ('104', '953113160ed7c0cbaf7936751c02c01b90bce3dda05eb04512c34507ef947488')))
('b12786333d20f59e4c370d1375f67c1d5eb52c13d29969a87502a882d1d399d0', (('0', '0.9755'), ('0', 'c977b0e02cf9da178fd3f29d75a828d27732aef04a1ca469a1f926c13254d4c3')))
('b12786333d20f59e4c370d1375f67c1d5eb52c13d29969a87502a882d1d399d0', (('0', '0.9755'), ('2', 'c1671e5f1924850aaf29a1be88340e4d39b9669151b7ed545485e5fc57cfcac6')))
